Name,SHENZHEN SE COMPOSITE - PRICE INDEX,,,,,,,,
CURRENCY,CH,,,,,,,,
18/06/1998,420.216,,,,,,,,
19/06/1998,427.384,,,,,,,,
22/06/1998,427.981,,,,,,,,
23/06/1998,426.828,,,,,,,,
24/06/1998,428.382,,,,,,,,
25/06/1998,421.651,,,,,,,,
26/06/1998,419.945,,,,,,,,
29/06/1998,409.503,,,,,,,,
30/06/1998,403.363,,,,,,,,
01/07/1998,397.884,,,,,,,,
02/07/1998,404.096,,,,,,,,
03/07/1998,404.671,,,,,,,,
06/07/1998,395.38,,,,,,,,
07/07/1998,397.231,,,,,,,,
08/07/1998,401.622,,,,,,,,
09/07/1998,402.313,,,,,,,,
10/07/1998,409.45,,,,,,,,
13/07/1998,408.665,,,,,,,,
14/07/1998,400.89,,,,,,,,
15/07/1998,401.552,,,,,,,,
16/07/1998,401.552,,,,,,,,
17/07/1998,393.166,,,,,,,,
20/07/1998,384.462,,,,,,,,
21/07/1998,394.118,,,,,,,,
22/07/1998,389.163,,,,,,,,
23/07/1998,394.743,,,,,,,,
24/07/1998,399.825,,,,,,,,
27/07/1998,398.624,,,,,,,,
28/07/1998,397.925,,,,,,,,
29/07/1998,394.607,,,,,,,,
30/07/1998,394.387,,,,,,,,
31/07/1998,395.486,,,,,,,,
03/08/1998,391.043,,,,,,,,
04/08/1998,387.999,,,,,,,,
05/08/1998,392.454,,,,,,,,
06/08/1998,388.571,,,,,,,,
07/08/1998,380.629,,,,,,,,
10/08/1998,368.629,,,,,,,,
11/08/1998,363.249,,,,,,,,
12/08/1998,356.477,,,,,,,,
13/08/1998,361.159,,,,,,,,
14/08/1998,349.119,,,,,,,,
17/08/1998,320.087,,,,,,,,
18/08/1998,317.097,,,,,,,,
19/08/1998,335.718,,,,,,,,
20/08/1998,345.42,,,,,,,,
21/08/1998,351.977,,,,,,,,
24/08/1998,352.516,,,,,,,,
25/08/1998,352.452,,,,,,,,
26/08/1998,348.75,,,,,,,,
27/08/1998,341.355,,,,,,,,
28/08/1998,337.543,,,,,,,,
31/08/1998,343.721,,,,,,,,
01/09/1998,341.165,,,,,,,,
02/09/1998,339.566,,,,,,,,
03/09/1998,342.932,,,,,,,,
04/09/1998,348.243,,,,,,,,
07/09/1998,354.824,,,,,,,,
08/09/1998,351.805,,,,,,,,
09/09/1998,359.345,,,,,,,,
10/09/1998,366.705,,,,,,,,
11/09/1998,368.541,,,,,,,,
14/09/1998,376.077,,,,,,,,
15/09/1998,373.638,,,,,,,,
16/09/1998,377.612,,,,,,,,
17/09/1998,370.555,,,,,,,,
18/09/1998,363.054,,,,,,,,
21/09/1998,368.475,,,,,,,,
22/09/1998,367.446,,,,,,,,
23/09/1998,370.003,,,,,,,,
24/09/1998,361.122,,,,,,,,
25/09/1998,366.335,,,,,,,,
28/09/1998,367.903,,,,,,,,
29/09/1998,367.565,,,,,,,,
30/09/1998,371.688,,,,,,,,
01/10/1998,371.688,,,,,,,,
02/10/1998,371.688,,,,,,,,
05/10/1998,370.895,,,,,,,,
06/10/1998,364.208,,,,,,,,
07/10/1998,361.843,,,,,,,,
08/10/1998,367.168,,,,,,,,
09/10/1998,366.814,,,,,,,,
12/10/1998,366.874,,,,,,,,
13/10/1998,368.169,,,,,,,,
14/10/1998,368.165,,,,,,,,
15/10/1998,371.374,,,,,,,,
16/10/1998,374.734,,,,,,,,
19/10/1998,379.299,,,,,,,,
20/10/1998,375.779,,,,,,,,
21/10/1998,363.494,,,,,,,,
22/10/1998,365.991,,,,,,,,
23/10/1998,366.601,,,,,,,,
26/10/1998,364.439,,,,,,,,
27/10/1998,366.696,,,,,,,,
28/10/1998,371.546,,,,,,,,
29/10/1998,370.694,,,,,,,,
30/10/1998,371.377,,,,,,,,
02/11/1998,374.306,,,,,,,,
03/11/1998,377.299,,,,,,,,
04/11/1998,376.686,,,,,,,,
05/11/1998,380.902,,,,,,,,
06/11/1998,383.442,,,,,,,,
09/11/1998,390.593,,,,,,,,
10/11/1998,391.284,,,,,,,,
11/11/1998,391.819,,,,,,,,
12/11/1998,390.889,,,,,,,,
13/11/1998,391.058,,,,,,,,
16/11/1998,395.32,,,,,,,,
17/11/1998,394.34,,,,,,,,
18/11/1998,392.361,,,,,,,,
19/11/1998,389.249,,,,,,,,
20/11/1998,389.173,,,,,,,,
23/11/1998,387.299,,,,,,,,
24/11/1998,388.115,,,,,,,,
25/11/1998,383.135,,,,,,,,
26/11/1998,379.063,,,,,,,,
27/11/1998,375.52,,,,,,,,
30/11/1998,375.724,,,,,,,,
01/12/1998,371.426,,,,,,,,
02/12/1998,372.837,,,,,,,,
03/12/1998,370.036,,,,,,,,
04/12/1998,366.207,,,,,,,,
07/12/1998,363.064,,,,,,,,
08/12/1998,366.145,,,,,,,,
09/12/1998,366.225,,,,,,,,
10/12/1998,360.196,,,,,,,,
11/12/1998,363.688,,,,,,,,
14/12/1998,357.32,,,,,,,,
15/12/1998,357.952,,,,,,,,
16/12/1998,353.759,,,,,,,,
17/12/1998,346.571,,,,,,,,
18/12/1998,345.851,,,,,,,,
21/12/1998,346.444,,,,,,,,
22/12/1998,357.573,,,,,,,,
23/12/1998,354.211,,,,,,,,
24/12/1998,352.785,,,,,,,,
25/12/1998,353.198,,,,,,,,
28/12/1998,348.104,,,,,,,,
29/12/1998,342.372,,,,,,,,
30/12/1998,344.115,,,,,,,,
31/12/1998,343.853,,,,,,,,
01/01/1999,343.853,,,,,,,,
04/01/1999,336.562,,,,,,,,
05/01/1999,334.892,,,,,,,,
06/01/1999,338.295,,,,,,,,
07/01/1999,339.184,,,,,,,,
08/01/1999,349.912,,,,,,,,
11/01/1999,351.113,,,,,,,,
12/01/1999,346.44,,,,,,,,
13/01/1999,344.1,,,,,,,,
14/01/1999,342.69,,,,,,,,
15/01/1999,339.64,,,,,,,,
18/01/1999,344.897,,,,,,,,
19/01/1999,346.928,,,,,,,,
20/01/1999,345.059,,,,,,,,
21/01/1999,347.832,,,,,,,,
22/01/1999,348.766,,,,,,,,
25/01/1999,343.946,,,,,,,,
26/01/1999,340.752,,,,,,,,
27/01/1999,343.987,,,,,,,,
28/01/1999,340.784,,,,,,,,
29/01/1999,340.689,,,,,,,,
01/02/1999,337.677,,,,,,,,
02/02/1999,338.809,,,,,,,,
03/02/1999,335.588,,,,,,,,
04/02/1999,330.087,,,,,,,,
05/02/1999,322.757,,,,,,,,
08/02/1999,316.557,,,,,,,,
09/02/1999,324.215,,,,,,,,
10/02/1999,324.215,,,,,,,,
11/02/1999,324.215,,,,,,,,
12/02/1999,324.215,,,,,,,,
15/02/1999,324.215,,,,,,,,
16/02/1999,324.215,,,,,,,,
17/02/1999,324.215,,,,,,,,
18/02/1999,324.215,,,,,,,,
19/02/1999,324.215,,,,,,,,
22/02/1999,324.215,,,,,,,,
23/02/1999,324.215,,,,,,,,
24/02/1999,324.215,,,,,,,,
25/02/1999,324.215,,,,,,,,
26/02/1999,324.215,,,,,,,,
01/03/1999,327.839,,,,,,,,
02/03/1999,328.866,,,,,,,,
03/03/1999,336.119,,,,,,,,
04/03/1999,336.54,,,,,,,,
05/03/1999,339.756,,,,,,,,
08/03/1999,342.753,,,,,,,,
09/03/1999,341.423,,,,,,,,
10/03/1999,340.457,,,,,,,,
11/03/1999,346.638,,,,,,,,
12/03/1999,349.129,,,,,,,,
15/03/1999,350.591,,,,,,,,
16/03/1999,350.258,,,,,,,,
17/03/1999,347.892,,,,,,,,
18/03/1999,344.667,,,,,,,,
19/03/1999,351.025,,,,,,,,
22/03/1999,351.467,,,,,,,,
23/03/1999,351.498,,,,,,,,
24/03/1999,350.724,,,,,,,,
25/03/1999,346.407,,,,,,,,
26/03/1999,347.576,,,,,,,,
29/03/1999,350.887,,,,,,,,
30/03/1999,346.353,,,,,,,,
31/03/1999,348.244,,,,,,,,
01/04/1999,350.384,,,,,,,,
02/04/1999,353.39,,,,,,,,
05/04/1999,356.29,,,,,,,,
06/04/1999,356.755,,,,,,,,
07/04/1999,357.192,,,,,,,,
08/04/1999,356.141,,,,,,,,
09/04/1999,355.078,,,,,,,,
12/04/1999,351.436,,,,,,,,
13/04/1999,347.773,,,,,,,,
14/04/1999,349.545,,,,,,,,
15/04/1999,344.928,,,,,,,,
16/04/1999,342.713,,,,,,,,
19/04/1999,342.058,,,,,,,,
20/04/1999,345.082,,,,,,,,
21/04/1999,339.141,,,,,,,,
22/04/1999,337.767,,,,,,,,
23/04/1999,342.372,,,,,,,,
26/04/1999,337.011,,,,,,,,
27/04/1999,329.587,,,,,,,,
28/04/1999,327.508,,,,,,,,
29/04/1999,333.756,,,,,,,,
30/04/1999,336.299,,,,,,,,
03/05/1999,336.299,,,,,,,,
04/05/1999,334.283,,,,,,,,
05/05/1999,335.017,,,,,,,,
06/05/1999,338.483,,,,,,,,
07/05/1999,335.048,,,,,,,,
10/05/1999,319.529,,,,,,,,
11/05/1999,326.013,,,,,,,,
12/05/1999,325.804,,,,,,,,
13/05/1999,322.165,,,,,,,,
14/05/1999,313.265,,,,,,,,
17/05/1999,311.969,,,,,,,,
18/05/1999,310.65,,,,,,,,
19/05/1999,325.707,,,,,,,,
20/05/1999,335.389,,,,,,,,
21/05/1999,339.007,,,,,,,,
24/05/1999,352.949,,,,,,,,
25/05/1999,349.307,,,,,,,,
26/05/1999,358.907,,,,,,,,
27/05/1999,372.117,,,,,,,,
28/05/1999,370.393,,,,,,,,
31/05/1999,370.861,,,,,,,,
01/06/1999,379.956,,,,,,,,
02/06/1999,374.723,,,,,,,,
03/06/1999,370.141,,,,,,,,
04/06/1999,378.043,,,,,,,,
07/06/1999,389.454,,,,,,,,
08/06/1999,392.242,,,,,,,,
09/06/1999,397.352,,,,,,,,
10/06/1999,402.361,,,,,,,,
11/06/1999,406.968,,,,,,,,
14/06/1999,422.59,,,,,,,,
15/06/1999,405.518,,,,,,,,
16/06/1999,428.657,,,,,,,,
17/06/1999,440.838,,,,,,,,
18/06/1999,443.884,,,,,,,,
21/06/1999,460.29,,,,,,,,
22/06/1999,467.897,,,,,,,,
23/06/1999,481.053,,,,,,,,
24/06/1999,497.996,,,,,,,,
25/06/1999,479.849,,,,,,,,
28/06/1999,512.747,,,,,,,,
29/06/1999,525.143,,,,,,,,
30/06/1999,507.166,,,,,,,,
01/07/1999,466.627,,,,,,,,
02/07/1999,485.588,,,,,,,,
05/07/1999,475.944,,,,,,,,
06/07/1999,455.195,,,,,,,,
07/07/1999,470.409,,,,,,,,
08/07/1999,476.1,,,,,,,,
09/07/1999,478.83,,,,,,,,
12/07/1999,471.52,,,,,,,,
13/07/1999,456.108,,,,,,,,
14/07/1999,468.774,,,,,,,,
15/07/1999,465.384,,,,,,,,
16/07/1999,454.155,,,,,,,,
19/07/1999,438.267,,,,,,,,
20/07/1999,469.065,,,,,,,,
21/07/1999,477.051,,,,,,,,
22/07/1999,457.922,,,,,,,,
23/07/1999,467.231,,,,,,,,
26/07/1999,472.305,,,,,,,,
27/07/1999,469.584,,,,,,,,
28/07/1999,472.874,,,,,,,,
29/07/1999,472.442,,,,,,,,
30/07/1999,473.192,,,,,,,,
02/08/1999,479.086,,,,,,,,
03/08/1999,480.073,,,,,,,,
04/08/1999,485.271,,,,,,,,
05/08/1999,484.803,,,,,,,,
06/08/1999,483.178,,,,,,,,
09/08/1999,479.149,,,,,,,,
10/08/1999,471.802,,,,,,,,
11/08/1999,465.178,,,,,,,,
12/08/1999,463.278,,,,,,,,
13/08/1999,461.554,,,,,,,,
16/08/1999,456.456,,,,,,,,
17/08/1999,460.808,,,,,,,,
18/08/1999,460.796,,,,,,,,
19/08/1999,477.685,,,,,,,,
20/08/1999,474.983,,,,,,,,
23/08/1999,477.863,,,,,,,,
24/08/1999,479.973,,,,,,,,
25/08/1999,473.247,,,,,,,,
26/08/1999,475.709,,,,,,,,
27/08/1999,476.193,,,,,,,,
30/08/1999,471.783,,,,,,,,
31/08/1999,474.381,,,,,,,,
01/09/1999,466.073,,,,,,,,
02/09/1999,469.937,,,,,,,,
03/09/1999,464.329,,,,,,,,
06/09/1999,458.3,,,,,,,,
07/09/1999,459.392,,,,,,,,
08/09/1999,462.569,,,,,,,,
09/09/1999,490.459,,,,,,,,
10/09/1999,486.084,,,,,,,,
13/09/1999,489.932,,,,,,,,
14/09/1999,490.582,,,,,,,,
15/09/1999,486.185,,,,,,,,
16/09/1999,482.629,,,,,,,,
17/09/1999,482.999,,,,,,,,
20/09/1999,477.736,,,,,,,,
21/09/1999,476.697,,,,,,,,
22/09/1999,475.736,,,,,,,,
23/09/1999,471.908,,,,,,,,
24/09/1999,476.33,,,,,,,,
27/09/1999,472.047,,,,,,,,
28/09/1999,468.771,,,,,,,,
29/09/1999,467.092,,,,,,,,
30/09/1999,464.742,,,,,,,,
01/10/1999,464.742,,,,,,,,
04/10/1999,464.742,,,,,,,,
05/10/1999,464.742,,,,,,,,
06/10/1999,464.742,,,,,,,,
07/10/1999,464.742,,,,,,,,
08/10/1999,455.747,,,,,,,,
11/10/1999,452.33,,,,,,,,
12/10/1999,455.943,,,,,,,,
13/10/1999,447.291,,,,,,,,
14/10/1999,445.018,,,,,,,,
15/10/1999,455.456,,,,,,,,
18/10/1999,443.514,,,,,,,,
19/10/1999,432.713,,,,,,,,
20/10/1999,436.001,,,,,,,,
21/10/1999,425.819,,,,,,,,
22/10/1999,438.259,,,,,,,,
25/10/1999,430.745,,,,,,,,
26/10/1999,435.963,,,,,,,,
27/10/1999,451.581,,,,,,,,
28/10/1999,444.936,,,,,,,,
29/10/1999,442.065,,,,,,,,
01/11/1999,437.46,,,,,,,,
02/11/1999,436.578,,,,,,,,
03/11/1999,434.245,,,,,,,,
04/11/1999,430.095,,,,,,,,
05/11/1999,430.464,,,,,,,,
08/11/1999,434.753,,,,,,,,
09/11/1999,432.44,,,,,,,,
10/11/1999,428.282,,,,,,,,
11/11/1999,426.021,,,,,,,,
12/11/1999,426.967,,,,,,,,
15/11/1999,426.652,,,,,,,,
16/11/1999,422.051,,,,,,,,
17/11/1999,429.92,,,,,,,,
18/11/1999,436.867,,,,,,,,
19/11/1999,432.853,,,,,,,,
22/11/1999,431.06,,,,,,,,
23/11/1999,432.783,,,,,,,,
24/11/1999,429.497,,,,,,,,
25/11/1999,426.352,,,,,,,,
26/11/1999,427.213,,,,,,,,
29/11/1999,423.819,,,,,,,,
30/11/1999,423.936,,,,,,,,
01/12/1999,428.419,,,,,,,,
02/12/1999,424.36,,,,,,,,
03/12/1999,424.667,,,,,,,,
06/12/1999,422.261,,,,,,,,
07/12/1999,422.704,,,,,,,,
08/12/1999,421.04,,,,,,,,
09/12/1999,418.805,,,,,,,,
10/12/1999,423.297,,,,,,,,
13/12/1999,419.417,,,,,,,,
14/12/1999,422.249,,,,,,,,
15/12/1999,429.839,,,,,,,,
16/12/1999,424.283,,,,,,,,
17/12/1999,419.378,,,,,,,,
20/12/1999,419.378,,,,,,,,
21/12/1999,412.345,,,,,,,,
22/12/1999,409.751,,,,,,,,
23/12/1999,403.802,,,,,,,,
24/12/1999,399.35,,,,,,,,
27/12/1999,395.691,,,,,,,,
28/12/1999,396.334,,,,,,,,
29/12/1999,399.219,,,,,,,,
30/12/1999,402.183,,,,,,,,
31/12/1999,402.183,,,,,,,,
03/01/2000,402.183,,,,,,,,
04/01/2000,414.686,,,,,,,,
05/01/2000,415.961,,,,,,,,
06/01/2000,433.06,,,,,,,,
07/01/2000,449.157,,,,,,,,
10/01/2000,458.73,,,,,,,,
11/01/2000,439.994,,,,,,,,
12/01/2000,427.941,,,,,,,,
13/01/2000,425.154,,,,,,,,
14/01/2000,420.467,,,,,,,,
17/01/2000,427.462,,,,,,,,
18/01/2000,427.818,,,,,,,,
19/01/2000,434.058,,,,,,,,
20/01/2000,441.42,,,,,,,,
21/01/2000,443.723,,,,,,,,
24/01/2000,451.781,,,,,,,,
25/01/2000,451.848,,,,,,,,
26/01/2000,453.584,,,,,,,,
27/01/2000,460.738,,,,,,,,
28/01/2000,469.649,,,,,,,,
31/01/2000,469.649,,,,,,,,
01/02/2000,469.649,,,,,,,,
02/02/2000,469.649,,,,,,,,
03/02/2000,469.649,,,,,,,,
04/02/2000,469.649,,,,,,,,
07/02/2000,469.649,,,,,,,,
08/02/2000,469.649,,,,,,,,
09/02/2000,469.649,,,,,,,,
10/02/2000,469.649,,,,,,,,
11/02/2000,469.649,,,,,,,,
14/02/2000,512.245,,,,,,,,
15/02/2000,514.893,,,,,,,,
16/02/2000,527.109,,,,,,,,
17/02/2000,509.787,,,,,,,,
18/02/2000,518.956,,,,,,,,
21/02/2000,521.711,,,,,,,,
22/02/2000,504.617,,,,,,,,
23/02/2000,490.946,,,,,,,,
24/02/2000,504.816,,,,,,,,
25/02/2000,503.971,,,,,,,,
28/02/2000,526.176,,,,,,,,
29/02/2000,524.637,,,,,,,,
01/03/2000,523.832,,,,,,,,
02/03/2000,526.182,,,,,,,,
03/03/2000,532.139,,,,,,,,
06/03/2000,511.433,,,,,,,,
07/03/2000,517.989,,,,,,,,
08/03/2000,526.789,,,,,,,,
09/03/2000,526.573,,,,,,,,
10/03/2000,519.34,,,,,,,,
13/03/2000,528.337,,,,,,,,
14/03/2000,517.184,,,,,,,,
15/03/2000,520.03,,,,,,,,
16/03/2000,495.32,,,,,,,,
17/03/2000,512.377,,,,,,,,
20/03/2000,527.351,,,,,,,,
21/03/2000,531.532,,,,,,,,
22/03/2000,536.129,,,,,,,,
23/03/2000,545.108,,,,,,,,
24/03/2000,540.713,,,,,,,,
27/03/2000,557.255,,,,,,,,
28/03/2000,561.237,,,,,,,,
29/03/2000,558.379,,,,,,,,
30/03/2000,565.133,,,,,,,,
31/03/2000,560.985,,,,,,,,
03/04/2000,557.907,,,,,,,,
04/04/2000,545.432,,,,,,,,
05/04/2000,549.628,,,,,,,,
06/04/2000,561.426,,,,,,,,
07/04/2000,566.02,,,,,,,,
10/04/2000,569.805,,,,,,,,
11/04/2000,568.492,,,,,,,,
12/04/2000,563.591,,,,,,,,
13/04/2000,569.557,,,,,,,,
14/04/2000,568.876,,,,,,,,
17/04/2000,556.199,,,,,,,,
18/04/2000,562.072,,,,,,,,
19/04/2000,565.455,,,,,,,,
20/04/2000,568.998,,,,,,,,
21/04/2000,565.27,,,,,,,,
24/04/2000,562.362,,,,,,,,
25/04/2000,562.724,,,,,,,,
26/04/2000,562.543,,,,,,,,
27/04/2000,555.45,,,,,,,,
28/04/2000,566.753,,,,,,,,
01/05/2000,566.753,,,,,,,,
02/05/2000,566.753,,,,,,,,
03/05/2000,566.753,,,,,,,,
04/05/2000,566.753,,,,,,,,
05/05/2000,566.753,,,,,,,,
08/05/2000,567.484,,,,,,,,
09/05/2000,559.405,,,,,,,,
10/05/2000,540.753,,,,,,,,
11/05/2000,529.321,,,,,,,,
12/05/2000,529.262,,,,,,,,
15/05/2000,522.222,,,,,,,,
16/05/2000,529.907,,,,,,,,
17/05/2000,530.029,,,,,,,,
18/05/2000,542.415,,,,,,,,
19/05/2000,550.838,,,,,,,,
22/05/2000,565.57,,,,,,,,
23/05/2000,566,,,,,,,,
24/05/2000,572.175,,,,,,,,
25/05/2000,579.716,,,,,,,,
26/05/2000,580.329,,,,,,,,
29/05/2000,586.496,,,,,,,,
30/05/2000,579.704,,,,,,,,
31/05/2000,584.213,,,,,,,,
01/06/2000,587.267,,,,,,,,
02/06/2000,591.347,,,,,,,,
05/06/2000,584.96,,,,,,,,
06/06/2000,594.594,,,,,,,,
07/06/2000,596.724,,,,,,,,
08/06/2000,591.364,,,,,,,,
09/06/2000,584.159,,,,,,,,
12/06/2000,586.614,,,,,,,,
13/06/2000,594.002,,,,,,,,
14/06/2000,592.025,,,,,,,,
15/06/2000,594.187,,,,,,,,
16/06/2000,590.389,,,,,,,,
19/06/2000,589.008,,,,,,,,
20/06/2000,584.87,,,,,,,,
21/06/2000,592.468,,,,,,,,
22/06/2000,593.114,,,,,,,,
23/06/2000,600.584,,,,,,,,
26/06/2000,606.546,,,,,,,,
27/06/2000,606.912,,,,,,,,
28/06/2000,607.634,,,,,,,,
29/06/2000,606.138,,,,,,,,
30/06/2000,602.062,,,,,,,,
03/07/2000,591.043,,,,,,,,
04/07/2000,596.707,,,,,,,,
05/07/2000,596.2,,,,,,,,
06/07/2000,594.152,,,,,,,,
07/07/2000,601.67,,,,,,,,
10/07/2000,605.69,,,,,,,,
11/07/2000,609.561,,,,,,,,
12/07/2000,612.346,,,,,,,,
13/07/2000,613.317,,,,,,,,
14/07/2000,615.142,,,,,,,,
17/07/2000,610.26,,,,,,,,
18/07/2000,614.316,,,,,,,,
19/07/2000,615.006,,,,,,,,
20/07/2000,614.358,,,,,,,,
21/07/2000,615.389,,,,,,,,
24/07/2000,613.017,,,,,,,,
25/07/2000,614.923,,,,,,,,
26/07/2000,619.236,,,,,,,,
27/07/2000,619.625,,,,,,,,
28/07/2000,621.52,,,,,,,,
31/07/2000,624.895,,,,,,,,
01/08/2000,625.748,,,,,,,,
02/08/2000,627.02,,,,,,,,
03/08/2000,630.159,,,,,,,,
04/08/2000,625.479,,,,,,,,
07/08/2000,629.231,,,,,,,,
08/08/2000,633.513,,,,,,,,
09/08/2000,635.031,,,,,,,,
10/08/2000,634.496,,,,,,,,
11/08/2000,634.136,,,,,,,,
14/08/2000,637.957,,,,,,,,
15/08/2000,636.976,,,,,,,,
16/08/2000,638.434,,,,,,,,
17/08/2000,638.72,,,,,,,,
18/08/2000,639.367,,,,,,,,
21/08/2000,643.766,,,,,,,,
22/08/2000,633.241,,,,,,,,
23/08/2000,627.164,,,,,,,,
24/08/2000,631.012,,,,,,,,
25/08/2000,636.292,,,,,,,,
28/08/2000,639.842,,,,,,,,
29/08/2000,642.552,,,,,,,,
30/08/2000,635.137,,,,,,,,
31/08/2000,617.417,,,,,,,,
01/09/2000,611.387,,,,,,,,
04/09/2000,616.403,,,,,,,,
05/09/2000,604.41,,,,,,,,
06/09/2000,593.726,,,,,,,,
07/09/2000,601.645,,,,,,,,
08/09/2000,603.875,,,,,,,,
11/09/2000,607.465,,,,,,,,
12/09/2000,611.974,,,,,,,,
13/09/2000,615.671,,,,,,,,
14/09/2000,613.111,,,,,,,,
15/09/2000,612.991,,,,,,,,
18/09/2000,603.121,,,,,,,,
19/09/2000,588.784,,,,,,,,
20/09/2000,594.696,,,,,,,,
21/09/2000,590.021,,,,,,,,
22/09/2000,584.248,,,,,,,,
25/09/2000,578.762,,,,,,,,
26/09/2000,583.038,,,,,,,,
27/09/2000,590.71,,,,,,,,
28/09/2000,583.099,,,,,,,,
29/09/2000,590.373,,,,,,,,
02/10/2000,590.373,,,,,,,,
03/10/2000,590.373,,,,,,,,
04/10/2000,590.373,,,,,,,,
05/10/2000,590.373,,,,,,,,
06/10/2000,590.373,,,,,,,,
09/10/2000,592.864,,,,,,,,
10/10/2000,600.14,,,,,,,,
11/10/2000,598.109,,,,,,,,
12/10/2000,595.005,,,,,,,,
13/10/2000,593.52,,,,,,,,
16/10/2000,589.336,,,,,,,,
17/10/2000,591.133,,,,,,,,
18/10/2000,597.073,,,,,,,,
19/10/2000,592.619,,,,,,,,
20/10/2000,602.247,,,,,,,,
23/10/2000,606.595,,,,,,,,
24/10/2000,607.211,,,,,,,,
25/10/2000,611.401,,,,,,,,
26/10/2000,606.293,,,,,,,,
27/10/2000,607.885,,,,,,,,
30/10/2000,609.511,,,,,,,,
31/10/2000,605.015,,,,,,,,
01/11/2000,609.491,,,,,,,,
02/11/2000,611.765,,,,,,,,
03/11/2000,611.367,,,,,,,,
06/11/2000,614.026,,,,,,,,
07/11/2000,614.867,,,,,,,,
08/11/2000,618.667,,,,,,,,
09/11/2000,625.71,,,,,,,,
10/11/2000,629.557,,,,,,,,
13/11/2000,636.467,,,,,,,,
14/11/2000,640.246,,,,,,,,
15/11/2000,640.177,,,,,,,,
16/11/2000,645.281,,,,,,,,
17/11/2000,643.976,,,,,,,,
20/11/2000,645.821,,,,,,,,
21/11/2000,644.733,,,,,,,,
22/11/2000,652.579,,,,,,,,
23/11/2000,654.374,,,,,,,,
24/11/2000,633.4,,,,,,,,
27/11/2000,633.33,,,,,,,,
28/11/2000,642.328,,,,,,,,
29/11/2000,638.167,,,,,,,,
30/11/2000,639.223,,,,,,,,
01/12/2000,642.753,,,,,,,,
04/12/2000,647.409,,,,,,,,
05/12/2000,645.984,,,,,,,,
06/12/2000,638.929,,,,,,,,
07/12/2000,635.89,,,,,,,,
08/12/2000,637.237,,,,,,,,
11/12/2000,627.628,,,,,,,,
12/12/2000,632.692,,,,,,,,
13/12/2000,632.549,,,,,,,,
14/12/2000,631.639,,,,,,,,
15/12/2000,628.824,,,,,,,,
18/12/2000,630.28,,,,,,,,
19/12/2000,630.906,,,,,,,,
20/12/2000,637.065,,,,,,,,
21/12/2000,637.571,,,,,,,,
22/12/2000,634.917,,,,,,,,
25/12/2000,634.917,,,,,,,,
26/12/2000,634.917,,,,,,,,
27/12/2000,628.508,,,,,,,,
28/12/2000,629.895,,,,,,,,
29/12/2000,635.731,,,,,,,,
01/01/2001,635.731,,,,,,,,
02/01/2001,644.664,,,,,,,,
03/01/2001,649.745,,,,,,,,
04/01/2001,647.359,,,,,,,,
05/01/2001,648.671,,,,,,,,
08/01/2001,640.193,,,,,,,,
09/01/2001,638.751,,,,,,,,
10/01/2001,645.528,,,,,,,,
11/01/2001,643.323,,,,,,,,
12/01/2001,638.635,,,,,,,,
15/01/2001,617.39,,,,,,,,
16/01/2001,620.332,,,,,,,,
17/01/2001,617.187,,,,,,,,
18/01/2001,618.462,,,,,,,,
19/01/2001,626.175,,,,,,,,
22/01/2001,626.175,,,,,,,,
23/01/2001,626.175,,,,,,,,
24/01/2001,626.175,,,,,,,,
25/01/2001,626.175,,,,,,,,
26/01/2001,626.175,,,,,,,,
29/01/2001,626.175,,,,,,,,
30/01/2001,626.175,,,,,,,,
31/01/2001,626.175,,,,,,,,
01/02/2001,626.175,,,,,,,,
02/02/2001,626.175,,,,,,,,
05/02/2001,609.616,,,,,,,,
06/02/2001,604.771,,,,,,,,
07/02/2001,599.508,,,,,,,,
08/02/2001,582.429,,,,,,,,
09/02/2001,590.337,,,,,,,,
12/02/2001,589.858,,,,,,,,
13/02/2001,591.358,,,,,,,,
14/02/2001,591.853,,,,,,,,
15/02/2001,586.784,,,,,,,,
16/02/2001,585.678,,,,,,,,
19/02/2001,591.307,,,,,,,,
20/02/2001,587.288,,,,,,,,
21/02/2001,570.961,,,,,,,,
22/02/2001,568.262,,,,,,,,
23/02/2001,575.813,,,,,,,,
26/02/2001,583.444,,,,,,,,
27/02/2001,586.246,,,,,,,,
28/02/2001,585.414,,,,,,,,
01/03/2001,589.219,,,,,,,,
02/03/2001,595.524,,,,,,,,
05/03/2001,595.116,,,,,,,,
06/03/2001,596.29,,,,,,,,
07/03/2001,597.298,,,,,,,,
08/03/2001,601.616,,,,,,,,
09/03/2001,606.753,,,,,,,,
12/03/2001,608.864,,,,,,,,
13/03/2001,604.364,,,,,,,,
14/03/2001,610.504,,,,,,,,
15/03/2001,612.535,,,,,,,,
16/03/2001,613.342,,,,,,,,
19/03/2001,619.65,,,,,,,,
20/03/2001,624.626,,,,,,,,
21/03/2001,629.718,,,,,,,,
22/03/2001,635.243,,,,,,,,
23/03/2001,623.55,,,,,,,,
26/03/2001,634.176,,,,,,,,
27/03/2001,641.941,,,,,,,,
28/03/2001,642.047,,,,,,,,
29/03/2001,638.2,,,,,,,,
30/03/2001,642.118,,,,,,,,
02/04/2001,645.028,,,,,,,,
03/04/2001,642.156,,,,,,,,
04/04/2001,631.904,,,,,,,,
05/04/2001,640.05,,,,,,,,
06/04/2001,638.664,,,,,,,,
09/04/2001,641.704,,,,,,,,
10/04/2001,645.317,,,,,,,,
